Time,Depth 1,Load 1,Depth 2,Load 2,Depth 3,Load 3,Depth 4,Load 4
3.29156,39.35576,0.64948,39.96063,0.64755,38.25958,0.64916,56.18402,0.64957
3.30245,39.345,0.65134,40.53029,0.65032,38.50336,0.6511,56.10217,0.65155
3.31346,39.50198,0.65388,40.11521,0.65199,38.74059,0.65325,56.49049,0.65406
3.32347,39.6066,0.65591,40.38263,0.65414,38.67578,0.6556,56.30757,0.6559
3.33446,39.69099,0.65828,40.64485,0.65673,38.49508,0.65762,56.68562,0.65798
3.34447,39.7997,0.65995,40.94614,0.65827,38.78509,0.65978,56.69818,0.66038
3.35542,39.58848,0.66227,41.18626,0.6605,38.74975,0.66196,57.02987,0.66225
3.36642,39.72035,0.66465,40.95936,0.6623,38.49045,0.66431,57.20013,0.66428
3.3774,40.00017,0.66662,40.70817,0.66468,39.17638,0.66613,57.20103,0.6665
3.38743,39.93456,0.66871,41.16636,0.66693,39.24657,0.66822,57.36152,0.6686
3.39841,39.93066,0.67083,40.94369,0.66929,38.91825,0.67047,57.40063,0.67049
3.4094,40.28653,0.67302,41.47208,0.67123,38.96967,0.6722,57.58019,0.67296
3.42036,40.06117,0.67493,41.56733,0.67322,39.4025,0.67447,57.89418,0.6749
3.43133,40.17856,0.67741,41.32256,0.67525,39.13149,0.67685,57.85592,0.67723
3.44135,40.57628,0.67935,41.58964,0.67761,39.6812,0.67888,57.99244,0.67936
3.45233,40.71035,0.68125,42.03525,0.67959,39.8715,0.68101,58.08948,0.68149
3.4633,40.64307,0.6838,41.64585,0.68183,39.75953,0.68308,58.21703,0.68413
3.47426,40.70767,0.6865,42.22924,0.68374,39.50729,0.68524,58.91744,0.68553
3.4843,40.34983,0.68823,42.12073,0.6858,40.16082,0.68727,58.37397,0.68768
3.49521,41.15087,0.69012,42.56495,0.68754,39.55097,0.68941,58.57844,0.6897
3.50522,41.12921,0.69208,42.10154,0.68989,39.85326,0.69157,59.03476,0.69204
3.51615,40.60637,0.69419,42.28226,0.69198,40.07569,0.69357,58.81113,0.694
3.5262,41.16713,0.69626,42.25818,0.69469,40.15624,0.69568,59.26484,0.69629
3.53621,41.07003,0.69839,42.34401,0.69624,40.5207,0.69791,59.03823,0.69841
3.54648,41.51675,0.70034,42.38685,0.69823,40.71066,0.70009,59.28284,0.70035
3.55742,41.22014,0.70207,42.76022,0.69988,40.67499,0.70234,59.91294,0.70273
3.56824,41.60395,0.70466,42.92169,0.70256,40.67242,0.70435,59.59827,0.70437
3.57825,41.63695,0.70659,42.85533,0.70487,40.52346,0.70702,59.41091,0.70718
3.58922,41.63182,0.70897,43.06165,0.70699,41.16413,0.70847,59.47429,0.70904
3.59924,41.89635,0.71078,43.0555,0.70884,40.7212,0.71075,59.86909,0.71063
3.60925,41.85301,0.71273,43.22446,0.71138,40.51171,0.71288,60.26009,0.71288
3.61925,42.10274,0.71481,43.12958,0.71285,41.10049,0.715,60.17329,0.71546
3.63021,42.34927,0.71694,43.78211,0.7153,41.20757,0.71753,60.17106,0.7175
3.64122,42.12834,0.71919,43.47851,0.71784,41.18973,0.71942,60.23959,0.71998
3.65225,42.30103,0.72121,43.49503,0.71966,41.30361,0.7216,60.6797,0.72181
3.66321,42.26389,0.72357,43.73037,0.7217,41.59589,0.72375,60.61394,0.72396
3.67419,42.52673,0.72573,43.68352,0.7235,41.45931,0.72577,60.94563,0.72618
3.6842,42.76078,0.72744,43.96653,0.72603,41.62757,0.72804,61.15433,0.72835
3.69519,42.62437,0.72997,43.74873,0.72815,41.61684,0.73009,61.18145,0.73074
3.7062,43.04399,0.73213,44.35845,0.73034,41.38476,0.73212,61.74876,0.73276
3.71718,42.78814,0.73428,44.12799,0.73242,41.58185,0.73402,61.63356,0.7351
3.7272,42.50827,0.73634,44.37956,0.73434,41.96573,0.73649,62.19828,0.73684
3.73816,42.84772,0.73791,44.18841,0.73654,41.72782,0.7385,61.94868,0.73903
3.74817,42.73433,0.74027,44.37464,0.73857,42.08547,0.74107,62.22308,0.74142
3.7582,43.16943,0.74247,44.66644,0.74072,42.26355,0.74288,62.82762,0.74344
3.76914,43.17221,0.74466,44.65087,0.74278,42.46971,0.74481,62.24109,0.74494
3.77918,42.75841,0.74647,44.44153,0.74487,42.19909,0.74683,62.76212,0.7478
3.79018,43.14637,0.74885,44.75153,0.74775,42.2862,0.74931,62.31389,0.74979
3.80115,43.68913,0.75099,44.77129,0.74921,42.471,0.751,62.46432,0.75245
3.81117,43.35864,0.75295,44.7229,0.75123,42.40465,0.75297,62.60375,0.75421
3.82117,43.73904,0.75532,45.3735,0.75375,42.8018,0.7554,62.74544,0.75629
3.83204,43.61552,0.75718,45.27115,0.75539,42.67518,0.75742,62.86546,0.75859
3.843,43.88942,0.75919,45.3842,0.75759,42.4702,0.75961,62.94867,0.76053
3.85307,43.86234,0.76143,45.45889,0.76006,42.87156,0.76171,63.24119,0.76272
3.86308,44.26984,0.76346,45.44332,0.76193,42.91229,0.76348,63.29,0.76494
3.8742,44.29704,0.76559,45.43157,0.76395,43.23087,0.76609,63.35013,0.76711
3.88501,43.92286,0.76781,45.89886,0.76558,43.36101,0.76747,63.88151,0.76864
3.89597,44.10714,0.76991,45.89044,0.76806,43.54813,0.7698,63.81867,0.7714
3.90601,44.22338,0.77196,45.54727,0.77012,43.71543,0.77208,63.99865,0.77348
3.91698,44.18398,0.77431,46.37076,0.77235,44.22588,0.77467,64.00732,0.77575
3.927,44.54968,0.77589,46.26354,0.77392,43.72932,0.77637,64.58856,0.77771
3.93796,44.40227,0.77829,45.90795,0.77654,44.07143,0.77841,65.17862,0.7797
3.94799,44.46382,0.78032,46.27814,0.77849,44.08594,0.78028,64.63717,0.78155
3.95896,44.38839,0.78229,46.33106,0.78058,44.48609,0.78267,64.93788,0.78385
3.96899,44.68083,0.78452,46.6365,0.78289,44.26721,0.7848,65.42751,0.78593
3.97996,44.76084,0.78664,46.71713,0.78476,44.68473,0.78669,65.10768,0.78808
3.98999,44.87051,0.7884,46.62836,0.7864,44.30916,0.78918,65.24259,0.79028
4.00098,45.07931,0.79074,46.67161,0.78903,44.62546,0.79117,65.48893,0.79225
4.01196,44.76603,0.79301,46.96902,0.79101,44.61805,0.79273,66.02127,0.7949
4.02201,45.21839,0.795,46.79964,0.7932,44.83003,0.79535,65.54747,0.79612
4.03299,45.27324,0.79726,47.26661,0.79551,44.68364,0.79759,65.71765,0.79862
4.04399,44.99513,0.79938,46.72609,0.79754,44.75868,0.79981,66.0682,0.8006
4.05496,45.64442,0.801,46.81833,0.80043,45.13541,0.80191,65.9419,0.80279
4.06594,45.57552,0.80376,47.19624,0.80189,45.22372,0.80442,66.21091,0.80466
4.07597,45.11747,0.80578,47.31156,0.8041,45.23921,0.8064,66.29981,0.8071
4.08695,45.59175,0.8076,47.41657,0.80634,45.48517,0.80881,66.15641,0.80977
4.09792,45.50465,0.81014,47.98493,0.80826,45.59915,0.81076,66.55024,0.81134
4.10798,45.80369,0.81225,47.67255,0.81046,45.74905,0.81246,66.83111,0.81354
4.11894,46.17778,0.81426,47.7141,0.81299,46.21938,0.81459,66.71948,0.81606
4.12894,45.47035,0.81667,47.84437,0.81474,45.97294,0.81677,66.73699,0.81741
4.1399,45.92388,0.81843,48.35888,0.81681,45.79097,0.8191,67.28133,0.81969
4.14995,46.47895,0.82048,48.05203,0.8191,45.74374,0.82102,67.23476,0.82172
4.15997,46.51226,0.82252,47.93798,0.82103,46.37688,0.8229,67.13695,0.82365
4.17092,46.26057,0.82459,48.11895,0.82312,46.16001,0.8252,67.25083,0.82596
4.18192,46.18914,0.82679,48.46599,0.82531,46.58855,0.82735,67.40255,0.82827
4.19293,46.4105,0.82967,48.38023,0.82739,46.37905,0.82948,67.52233,0.83003
4.20393,46.52823,0.83129,48.47833,0.82955,46.44738,0.83147,67.67083,0.83241
4.21493,46.26015,0.83344,48.42019,0.83152,46.42271,0.83376,67.71035,0.83438
4.22591,46.30345,0.83551,48.54753,0.83378,46.6953,0.83576,67.76346,0.83648
4.23596,46.67723,0.8376,49.09314,0.8359,46.81179,0.83792,68.19193,0.83858
4.24696,47.10978,0.83985,48.93091,0.83785,46.9247,0.84014,67.80226,0.8406
4.25698,46.74561,0.84233,48.87625,0.84023,47.28341,0.8421,68.17872,0.84259
4.26796,46.97648,0.844,49.42911,0.84227,46.91756,0.8443,68.19678,0.84407
4.27897,46.80645,0.84617,49.17435,0.84428,47.27044,0.84633,68.37796,0.8469
4.28996,47.15219,0.84848,49.19184,0.8464,47.23962,0.84856,68.30995,0.84912
4.30096,47.12349,0.85047,48.83266,0.84859,47.23447,0.85008,68.76235,0.85091
4.31196,47.16428,0.85255,49.67402,0.85043,47.30011,0.85265,68.41509,0.85331
4.32197,47.21326,0.85475,49.49499,0.85283,47.448,0.85481,68.47816,0.85549
4.33295,47.30053,0.85691,49.29547,0.85474,47.22887,0.85635,68.82634,0.85805
4.34301,47.45819,0.85944,49.88594,0.85686,47.51693,0.85907,69.19913,0.85985
4.35394,47.66171,0.86108,49.82943,0.85906,47.29317,0.8611,69.23185,0.86189
4.36397,47.45877,0.86308,50.27404,0.86096,47.30292,0.86318,69.36127,0.86404
4.37494,47.24128,0.86535,49.6686,0.86295,48.22577,0.8654,68.98065,0.86601
4.38592,47.65081,0.86742,49.90775,0.86514,47.98592,0.86737,69.37741,0.8682
4.39597,47.68226,0.86955,50.18426,0.86727,48.15743,0.86958,69.49582,0.87026
4.40597,47.64048,0.87149,50.24433,0.8695,48.57691,0.87181,69.54505,0.87217
4.41696,48.04779,0.87363,49.58291,0.87155,48.43902,0.87373,70.22542,0.8744
4.42796,48.23273,0.87586,49.98853,0.87378,48.20071,0.87592,69.96092,0.87656
4.43893,47.84249,0.87863,50.27164,0.87576,48.28547,0.87807,69.81109,0.87882
4.44897,48.35546,0.87987,50.14517,0.87788,48.75868,0.88029,70.29038,0.8807
4.45897,48.46765,0.88207,50.2778,0.88031,48.52918,0.88234,69.87247,0.88299
4.46996,48.59449,0.88428,50.41855,0.88176,48.62439,0.88421,70.44603,0.88544
4.47996,48.25986,0.88625,50.23659,0.88384,48.81273,0.88646,70.1868,0.88688
4.49092,48.49574,0.88842,50.83389,0.88598,48.66052,0.88866,70.5202,0.88893
4.50093,48.53623,0.89038,50.65443,0.88822,48.68927,0.89138,70.57688,0.89092
4.51193,48.62635,0.89311,50.93095,0.89045,49.09751,0.89288,70.45578,0.89307
4.52199,48.54747,0.89454,51.29563,0.89239,49.1324,0.89502,70.74936,0.89531
4.53203,48.59332,0.8966,51.28875,0.89452,49.05045,0.89773,71.30309,0.89729
4.543,48.86308,0.89884,51.08784,0.89678,49.06666,0.89937,71.12242,0.89893
4.55398,49.12879,0.90096,51.43944,0.8987,49.59005,0.90144,70.96127,0.90148
4.564,48.97798,0.90295,51.5437,0.90108,49.28731,0.90354,70.80293,0.90362
4.57402,49.20698,0.90493,51.55379,0.90319,49.52074,0.90579,71.2327,0.90574
4.58405,48.90194,0.90736,51.41041,0.9059,49.61294,0.90781,71.45866,0.9078
4.59497,49.01274,0.90913,51.33203,0.90751,49.45241,0.9098,71.37411,0.91006
4.60595,49.15656,0.91133,51.828,0.90962,49.78479,0.91183,71.68605,0.91254
4.61596,49.76877,0.91327,51.38214,0.91153,50.0055,0.91419,71.45952,0.91435
4.62694,49.40995,0.9155,51.76729,0.91415,50.1673,0.91698,71.62106,0.91627
4.637,49.4304,0.91748,51.74221,0.91566,49.94776,0.91861,71.63694,0.91822
4.647,49.81584,0.91949,52.1277,0.91773,49.6749,0.92057,71.82664,0.92024
4.65797,49.92192,0.92183,52.04542,0.91961,50.52985,0.92259,71.92151,0.92271
4.66898,49.51657,0.92387,52.01384,0.92209,50.47929,0.92505,71.81269,0.92439
4.67996,49.76878,0.92649,52.64405,0.92402,49.94098,0.92675,71.88869,0.92657
4.69096,49.69016,0.92826,52.31867,0.92602,50.60625,0.92871,72.01981,0.92843
4.70097,50.40473,0.93025,52.49866,0.92836,50.82965,0.93073,72.68811,0.9307
4.71195,49.99095,0.93196,52.45051,0.93096,50.61464,0.93268,72.78741,0.93291
4.72198,50.49769,0.93439,52.74457,0.93283,50.3748,0.9349,72.2067,0.93498
4.73297,50.41843,0.93656,52.7459,0.93477,50.60652,0.93701,72.37179,0.93713
4.74396,50.22139,0.93901,53.04322,0.93658,50.71459,0.93927,72.66766,0.93908
4.75492,50.44433,0.94093,53.17448,0.93912,50.76997,0.94127,72.97379,0.94113
4.76493,50.50906,0.94307,53.32293,0.94188,50.90975,0.94279,73.4644,0.94346
4.77493,50.42177,0.94495,53.21822,0.94355,51.3332,0.94556,73.40899,0.94531
4.78494,51.14043,0.94687,53.51003,0.94565,51.25131,0.94746,73.11473,0.94776
4.7959,51.22394,0.94926,53.51647,0.94777,51.04376,0.94962,73.26776,0.94997
4.8059,50.86928,0.95114,53.15056,0.94982,51.36523,0.9511,73.36067,0.95156
4.81592,50.91358,0.95319,53.80885,0.95204,51.19402,0.95363,73.54939,0.95431
4.82592,51.17622,0.95515,53.70968,0.95442,51.13829,0.95576,73.55938,0.95623
4.83695,50.98885,0.95746,53.59466,0.95643,51.79297,0.95626,73.61983,0.95879
4.84791,51.18484,0.95956,54.11071,0.95852,51.5068,0.95618,73.93728,0.96059
4.85797,50.94288,0.9615,54.01965,0.96078,51.74959,0.95664,74.22207,0.96272
4.86895,51.31192,0.96346,54.06932,0.96337,51.05685,0.95617,74.24054,0.96518
4.87896,51.07007,0.96573,53.97728,0.96519,51.27275,0.95617,74.25925,0.96691
4.88897,51.3575,0.96769,54.26356,0.96693,51.80592,0.95614,74.39231,0.96896
4.89995,51.506,0.96988,54.58135,0.96948,51.65021,0.95622,74.37259,0.97093
4.90997,52.07082,0.97138,54.20982,0.97168,52.05161,0.95617,74.16903,0.97298
4.92099,51.77699,0.97407,54.88381,0.97354,51.83019,0.95619,74.49943,0.97508
4.93193,51.67537,0.97622,54.4255,0.97609,51.51522,0.95598,74.67708,0.97736
4.94194,52.01592,0.97868,54.41765,0.97862,51.38865,0.95612,74.69126,0.97945
4.95291,52.51062,0.98032,54.71571,0.98016,51.50971,0.95617,74.62517,0.98164
4.96392,52.58779,0.98258,54.87597,0.98228,51.74894,0.95639,75.04822,0.98367
4.97398,51.95609,0.98464,54.71016,0.98446,51.66187,0.95614,75.08579,0.98624
4.98492,52.54403,0.98682,55.16023,0.98672,51.73762,0.95613,75.16211,0.98783
4.9959,52.41517,0.98897,55.21217,0.98875,51.5217,0.95622,75.46112,0.99
5.00593,52.19687,0.99099,54.88484,0.99096,51.51231,0.95618,75.38857,0.99252
5.0169,52.56743,0.99327,55.0256,0.99327,52.31997,0.9561,75.57825,0.99424
5.02693,52.8715,0.9952,55.83837,0.9952,51.73536,0.95639,75.77402,0.99632
5.03792,52.52022,0.9974,55.67353,0.99725,51.87357,0.95619,75.7711,0.99632
5.04793,52.69452,0.99937,55.94194,0.99951,51.69456,0.95617,75.5659,0.99651
5.06093,52.53628,0.9999,55.42026,1.00029,51.99691,0.95617,76.05756,0.9963
5.07097,53.02793,0.9999,56.07481,1.00027,52.0445,0.95619,75.34613,0.99635
5.08203,52.86738,0.99989,56.37219,1.00063,51.96389,0.95552,75.85687,0.99631
5.093,53.25658,0.99991,56.36666,1.00023,51.65928,0.95642,76.16889,0.9964
5.10399,53.1272,1.0005,55.91232,1.00025,51.72273,0.95609,76.14365,0.99633
5.11495,53.26284,0.99993,56.07351,1.00016,51.91533,0.95615,76.21939,0.99634
5.12593,52.90413,0.99989,56.38811,1.0002,52.10924,0.95677,76.02648,0.99631
5.13597,52.93933,0.99997,56.24479,1.00013,51.7114,0.95615,76.00739,0.99634
5.147,53.11267,1,56.40729,1.00027,51.81498,0.95608,76.33396,0.99637
5.15705,53.45762,0.99991,56.46936,1.00018,51.92926,0.95673,76.12488,0.99634
5.16792,52.96009,0.99993,56.30459,1,51.96065,0.95622,76.06888,0.9965
5.17799,53.34358,1.0003,56.47358,1.00022,51.69164,0.95613,76.36116,0.99633
5.18892,53.26382,0.99991,56.00754,1.00022,51.95904,0.9562,76.04751,0.99631
5.19895,52.80989,0.99982,56.14761,1.00023,52.45626,0.9563,76.01742,0.99575
5.20999,53.5726,1.00041,56.33936,1.00021,52.33357,0.95613,76.66929,0.9963
5.22091,53.58419,0.99988,56.38584,1.00024,52.13288,0.95615,76.177,0.99626
5.23094,53.65302,0.9999,56.49081,1.00064,52.39507,0.95574,76.45891,0.99631
5.24193,53.27797,0.99991,56.13981,1.0002,52.13481,0.95605,76.31261,0.99636
5.25292,53.41932,0.9999,56.88276,1.00025,52.06328,0.95618,76.17473,0.99626
5.26295,53.32853,0.99994,56.54281,1.00037,52.23452,0.95617,76.1935,0.99629
5.2739,53.38259,0.99986,56.62211,1.00016,52.24649,0.95628,76.09898,0.99626
5.28391,53.08101,0.99974,56.60261,1.00017,51.9584,0.9561,76.41553,0.99623
5.29492,53.10829,0.99992,56.64422,1.00027,51.93864,0.95676,76.50033,0.99593
5.30496,53.36181,0.99989,56.67118,1.00019,52.0296,0.95615,76.56507,0.99632
5.31496,53.38698,1.00006,56.50023,1.00022,52.52586,0.95608,76.757,0.99621
5.32591,53.46553,0.99979,56.56393,1.0002,52.25394,0.95633,76.77417,0.99632
5.33594,53.84146,0.99994,56.75991,1.00018,52.27401,0.9556,76.86835,0.99616
5.34692,53.08008,0.99979,56.55581,1.0006,52.41612,0.9561,77.37812,0.99621
5.35693,53.66434,0.99991,56.14208,1.00017,52.18726,0.95562,77.26647,0.99611
5.3679,53.61092,0.99988,56.59221,0.99974,52.17268,0.95642,77.63059,0.99624
5.37791,53.58799,0.99988,56.80411,1.00019,52.26463,0.95614,77.3202,0.99628
5.38889,53.15072,1.00008,56.78428,1.00015,52.43457,0.95607,77.38557,0.99646
5.3989,53.31093,0.99985,57.11123,0.99966,52.745,0.95611,77.34545,0.99622
5.4099,53.46674,0.99957,56.56946,1.00017,52.47827,0.9561,77.54611,0.99611
5.42091,53.451,0.99986,56.97896,0.99952,52.45237,0.95613,77.25838,0.99627
5.43184,53.44887,0.99986,56.80249,1.00044,52.29407,0.95559,77.53835,0.99612
5.44186,53.3637,0.99993,56.99196,1.00021,52.60711,0.95605,77.40792,0.9962
5.45288,53.53487,0.99988,56.58668,1.00063,52.27919,0.95685,77.52022,0.99621
5.46386,53.83613,0.99991,56.73196,1.00033,52.13384,0.95614,77.84455,0.9967
5.47488,53.59111,0.99963,56.70271,1.0002,52.04579,0.95607,77.44546,0.99613
5.48584,53.58424,0.99986,56.72676,1.00013,52.31739,0.95602,77.90572,0.99622
5.49686,53.61187,0.99948,56.57076,1.00051,52.39735,0.95608,77.89892,0.99581
5.50781,53.3832,0.99984,56.64551,1.00016,52.54885,0.9562,77.86624,0.99617
5.51784,53.39607,0.99993,56.79111,1.0002,52.16686,0.95606,77.83807,0.99602
5.52884,53.28959,0.99947,56.86326,1.00048,52.35786,0.95623,77.762,0.99574
5.53981,53.4485,0.99984,56.64551,1.00023,52.31091,0.95618,77.92319,0.99608
5.54984,53.4759,0.99986,56.83369,1.00022,52.21574,0.95608,77.55226,0.99552
5.56087,53.58703,0.99994,57.15414,1.00029,52.465,0.95617,77.7413,0.99623
5.57186,53.57727,0.99988,56.73066,1.00017,52.4705,0.95616,77.58626,0.99626
5.58281,53.64986,0.99992,56.52461,1.00017,52.68449,0.95607,77.74259,0.99601
5.59288,53.58139,0.99959,56.48009,1.00047,52.61455,0.9554,77.46907,0.99612
5.60378,53.39797,0.99993,57.05111,1.00027,52.49672,0.95614,77.52928,0.99614
5.61379,53.35458,0.99988,56.91104,1.00016,52.48992,0.9561,77.79729,0.99667
5.62382,53.68757,0.99986,56.70823,1.00018,52.38117,0.95609,77.51084,0.99613
5.63478,53.7086,0.99986,56.37869,1.00048,52.68124,0.95599,78.10283,0.99613
5.64479,53.72749,0.99982,56.34228,1.00022,52.33584,0.95605,78.21288,0.99618
5.65582,53.74031,1.00005,56.89706,1.00039,52.47666,0.9559,77.80473,0.99659
5.66677,53.65175,0.99986,56.81743,1.00022,52.56761,0.95612,78.2391,0.99617
5.67779,53.58203,0.99984,56.52201,1.00024,52.76832,0.95613,77.829,0.9961
5.68883,53.44631,1.00008,57.05436,1.00017,52.39927,0.95597,77.79147,0.99615
5.69977,53.60151,0.99992,56.74041,1.00022,52.67152,0.95607,78.09022,0.9961
5.70979,53.50447,0.99991,56.70498,1.00061,52.33324,0.95606,78.06626,0.99614
5.72072,53.35431,0.99974,56.53208,1.0002,52.64239,0.95597,77.77528,0.99668
5.7308,53.82763,0.99988,56.78299,1.00011,52.27271,0.95602,78.17955,0.9958
5.74175,53.47366,0.99992,56.79403,0.9999,52.64984,0.95606,77.78402,0.99611
5.75178,53.49848,1.00005,56.69394,1.00015,52.54787,0.95581,77.73741,0.9961
5.76278,53.17583,0.99984,56.82653,1.00025,52.38504,0.95608,78.11773,0.99625
5.77279,53.19942,0.99985,56.99814,1.00044,52.57506,0.9561,78.3061,0.99623
5.78282,53.49502,0.99988,57.12457,1.00016,52.4472,0.95608,77.85362,0.99616
5.79374,53.49973,0.99962,57.02153,1.00015,52.60742,0.95609,77.8688,0.99613
5.80377,53.66088,0.99981,56.59806,1.00002,52.76409,0.95601,77.92837,0.99617
5.81472,53.91281,0.9998,56.62991,1.00021,52.78029,0.95604,78.06594,0.99615
5.82474,53.50471,0.99984,56.70726,1.00005,52.64368,0.9562,78.08892,0.99579
5.83571,53.67975,0.99978,56.53404,1.00019,52.81525,0.95601,78.16725,0.99608
5.84572,53.66995,0.99988,56.83108,1.0002,52.50869,0.95611,77.90896,0.99617
5.85674,53.72653,0.9999,57.04916,1.00031,52.38439,0.95589,77.96819,0.99609
5.8676,53.67561,0.99976,56.88601,1.0002,52.58121,0.95612,78.20025,0.99614
5.87859,53.84524,0.99988,56.40534,1.00013,52.39928,0.95615,78.05622,0.99612
5.88953,53.17362,1.00012,57.00723,0.99981,52.50157,0.95602,78.45047,0.99608
5.89955,53.34801,0.99983,56.80281,1.0002,52.89586,0.95601,77.8727,0.99611
5.91052,53.39606,0.99984,56.86748,1.00019,53.09494,0.95547,78.32876,0.99565
5.92147,53.84902,0.99998,56.70661,1.00028,53.01659,0.95602,78.06853,0.99617
5.93246,53.50316,0.99988,56.97311,1.00008,52.7081,0.95607,78.0627,0.99579
5.94341,54.01708,1.00007,56.56101,1.00017,52.70033,0.95579,78.43557,0.99608
5.95345,53.79655,0.99961,56.53956,1.00015,52.78773,0.956,78.26047,0.9961
5.96435,53.24873,0.99986,56.81321,1.00025,52.76797,0.95603,78.08049,0.99612
5.97533,53.32884,0.99988,56.75731,1.00012,52.88939,0.95602,77.80603,0.99584
5.98538,53.8032,0.99964,56.83856,1.00015,52.4637,0.95601,77.92675,0.99609
5.99626,53.91185,0.99994,57.09466,1.00038,52.65858,0.9561,78.4346,0.9961
6.0063,53.4027,0.99987,57.03031,0.99983,52.31479,0.95611,78.43267,0.99614
6.01631,53.7928,1.00042,56.71603,1.00023,52.50415,0.95605,77.87238,0.99614
6.02725,53.83241,0.99982,56.73163,1.00018,52.70066,0.95618,77.86008,0.99613
6.03828,53.93446,0.99986,56.84344,1.00016,53.00527,0.95607,78.23198,0.99613
6.0492,53.81197,0.99978,56.76154,1.00013,53.28237,0.95609,78.26694,0.99593
6.05923,53.57322,0.99993,57.003,1.00014,52.82496,0.95608,78.36694,0.99613
6.07022,53.83205,0.99991,56.98026,1.0005,52.62134,0.95605,78.26144,0.99587
6.08121,53.72556,1.00014,56.74724,1.00018,53.14155,0.95597,78.30934,0.99606
6.09121,53.63289,0.99987,56.69133,1.00016,53.0412,0.95652,78.49026,0.99603
6.10221,53.83299,0.99988,56.80411,1.00046,52.99168,0.95589,78.00832,0.99577
6.11323,53.34452,0.99984,56.63251,1.00047,52.84631,0.95616,77.60081,0.99605
6.12419,53.78684,0.99988,56.94581,1.00021,53.04475,0.95609,78.46469,0.99611
6.13422,53.49532,0.99983,57.04916,0.99971,52.8405,0.95602,78.07694,0.99578
6.14503,53.53551,0.99929,56.97278,1.00021,52.51872,0.95611,78.14199,0.99642
6.15595,53.76139,0.99985,56.74854,1.00031,52.73658,0.95617,78.5045,0.99608
6.16595,53.77301,0.99991,56.86619,1.00011,52.79064,0.956,78.26046,0.99583
6.17688,53.75541,0.99982,56.98416,1.00013,52.6686,0.95546,78.4003,0.99613
6.18707,53.63856,0.99988,56.78948,0.9999,53.11047,0.9561,78.28215,0.99606
6.19791,53.58424,0.9999,57.17753,1.00017,52.82592,0.95597,78.16176,0.99645
6.20888,53.63197,0.99983,56.94678,1.00019,52.9253,0.95617,78.46761,0.99606
6.21987,53.67094,0.99991,56.99099,0.99999,52.71651,0.95607,78.16273,0.99618
6.23085,53.92407,0.99993,57.01373,1.00024,52.85797,0.95624,78.29348,0.99603
6.2418,53.59112,0.99983,56.80768,1.00023,53.05867,0.95593,78.2789,0.99609
6.25275,53.35402,0.99985,57.27146,0.99957,52.77284,0.95604,78.26887,0.9955
6.26275,53.60936,0.9997,56.78363,1.00019,52.78223,0.95608,78.35011,0.9961
6.27375,53.81071,0.99982,57.17104,1.00017,52.80683,0.95585,78.13909,0.99608
6.28468,53.57826,0.99988,56.96888,1.00024,52.93502,0.95598,78.57313,0.99603
6.29568,53.86096,1.00011,57.07029,1.00004,52.43781,0.95603,78.34915,0.99613
6.30663,53.26479,0.99986,57.15316,1.00016,52.65631,0.95607,78.09506,0.9961
6.31749,53.84904,0.99946,56.84571,1.0004,53.16583,0.95597,78.42068,0.99585
6.32757,53.84806,0.9998,57.22401,1.00019,53.04604,0.956,78.1886,0.99619
6.33856,53.97594,0.9998,57.35011,1.00016,53.15546,0.95648,78.13164,0.99607
6.3495,53.67811,1.00001,57.14699,1.00012,53.60413,0.95577,78.71295,0.99609
6.3605,53.45352,0.99982,57.42844,1.00012,52.75827,0.95602,78.23132,0.99611
6.37138,53.47022,1.00004,56.92924,1.00015,53.18719,0.95563,78.07727,0.99608
6.38238,53.82738,0.99984,56.77519,1.0001,52.91139,0.95625,78.06755,0.99634
6.39241,53.28548,0.99991,57.1213,1.00058,53.05609,0.95604,78.05525,0.99608
6.40342,53.63698,0.99985,57.10734,1.00015,53.362,0.95535,78.51422,0.99611
6.41438,53.43847,0.99996,57.21653,1.00016,53.14964,0.95599,78.46826,0.99597
6.42532,53.71522,1.00009,56.86066,1.00002,53.48435,0.95602,78.22065,0.99613
6.43533,54.02089,0.99983,57.23993,1.00025,53.45717,0.95602,78.51422,0.99609
6.44536,53.6618,0.99983,56.80476,1.00018,53.16227,0.95605,78.60194,0.99604
6.45631,53.36811,0.99984,56.87138,1.00023,53.22053,0.95607,78.18019,0.99643
6.4673,53.72148,0.99986,56.85253,1.0002,52.60775,0.95554,78.57022,0.9961
6.47826,53.93823,0.99992,57.05729,1.00013,53.20661,0.95612,78.61941,0.99543
6.48828,53.80441,0.99984,56.64453,1.00012,53.14802,0.95604,78.40903,0.99609
6.4992,53.44193,0.99978,56.69393,1.00006,53.16905,0.95601,78.6233,0.99608
6.50923,53.62538,0.99989,57.33678,1.0001,52.99135,0.95609,78.42035,0.99604
6.52025,53.70672,0.99967,57.08654,1.00034,53.02791,0.95601,78.38929,0.99613
6.53121,53.69354,0.99986,56.81776,1.00012,53.17651,0.95621,78.41873,0.99604
6.54122,53.68661,0.99986,57.02868,1.00008,53.03116,0.95612,78.73595,0.99609
6.55219,53.6417,0.99986,56.76121,1.00008,53.04962,0.95552,78.18893,0.99568
6.56221,53.6279,0.9997,56.60716,1.00015,53.11371,0.956,78.12225,0.99623
6.573,53.56442,0.99992,57.31793,1.00011,53.04315,0.95601,78.67962,0.9961
